name,batch_size,seq_len,rank,flops,timestamp,train_or_inference,description
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334242.108279,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334242.305687,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334242.502613,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334242.760319,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334243.002875,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334243.25111,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334243.488896,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334243.704823,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334243.914153,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334244.140519,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334244.349342,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334244.582664,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334244.820948,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334245.064589,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334245.310894,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334245.545713,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334245.764629,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334245.994974,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334246.234224,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334246.459131,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334246.716854,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334246.944705,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334247.187742,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334247.410752,training,training
932b247715f742fd90729d80189c62e1,3,128,2,1110798394356,1742334247.637748,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334247.883076,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334248.109547,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334248.331977,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334248.589446,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334248.825671,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334249.050259,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334249.261972,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334249.492544,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334249.778575,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334249.992986,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334250.231957,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334250.434022,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334250.666445,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334250.884207,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334251.103439,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334251.323448,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334251.549669,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334251.788077,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334252.001306,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334252.203068,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334252.401967,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334252.610521,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334252.817617,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334253.024863,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334253.231669,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334253.441975,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334253.625717,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334253.826047,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334254.034987,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334254.240661,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334254.449002,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334254.648083,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334254.836824,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334255.045954,training,training
932b247715f742fd90729d80189c62e1,3,128,2,1110798394356,1742334255.243534,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334255.42189,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334255.718773,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334255.935627,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334256.210276,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334256.428963,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334256.648764,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334256.858704,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334257.06137,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334257.273665,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334257.484698,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334257.691125,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334257.925333,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334258.147008,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334258.377824,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334258.603478,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334258.804841,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334259.113375,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334259.363396,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334259.57801,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334259.838509,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334260.050761,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334260.307399,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334260.5238,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334260.728644,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334260.937456,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334261.159834,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334261.364872,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334261.571326,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334261.780338,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334262.016026,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334262.230831,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334262.439141,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334262.640354,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334262.84653,training,training
932b247715f742fd90729d80189c62e1,3,128,2,1110798394356,1742334263.053131,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334263.228346,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334263.444127,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334263.651277,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334263.87149,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334264.085972,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334264.287628,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334264.516872,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334264.707459,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334264.921668,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334265.137647,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334265.342606,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334265.585863,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334265.802399,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334266.189385,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334266.434132,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334266.660349,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334266.869981,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334267.077676,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334267.302087,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334267.514778,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334267.71652,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334267.925179,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334268.14562,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334268.37094,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334268.594307,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334268.827071,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334269.057188,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334269.263647,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334269.478052,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334269.729688,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334269.969566,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334270.184373,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334270.411354,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334270.63485,training,training
932b247715f742fd90729d80189c62e1,3,128,2,1110798394356,1742334270.854881,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334271.045674,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334271.251728,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334271.521033,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334271.775931,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334271.98096,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334272.206262,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334272.404427,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334272.615194,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334272.806997,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334273.186868,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334273.40346,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334273.605311,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334273.8155,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334274.110805,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334274.316288,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334274.506337,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334274.717944,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334274.921802,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334275.130968,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334275.33067,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334275.526517,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334275.726658,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334275.935299,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334276.136831,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334276.336951,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334276.550235,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334276.753773,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334276.955596,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334277.162747,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334277.367872,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334277.554536,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334277.758386,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334277.95503,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334278.163772,training,training
932b247715f742fd90729d80189c62e1,3,128,2,1110798394356,1742334278.373983,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334278.531113,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334278.734054,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334278.928716,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334279.143033,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334279.352351,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334279.552756,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334279.765864,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334279.971181,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334280.208116,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334280.408379,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334280.607023,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334280.80428,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334281.012553,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334281.22978,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334281.432678,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334281.632766,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334281.829463,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334282.027969,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334282.221065,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334282.423522,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334282.620213,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334282.820205,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334283.028098,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334283.218568,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334283.416561,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334283.620101,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334283.823686,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334284.026026,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334284.222683,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334284.448074,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334284.645576,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334284.85083,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334285.040012,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334285.24736,training,training
932b247715f742fd90729d80189c62e1,3,128,2,1110798394356,1742334285.446263,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334285.615319,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334285.812845,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334286.012819,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334286.219357,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334286.429045,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334286.640887,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334286.837824,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334287.036149,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334287.234318,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334287.435408,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334287.637085,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334287.832026,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334288.017479,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334288.223938,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334288.426388,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334288.626747,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334288.827148,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334289.029947,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334289.227906,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334289.427518,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334289.627354,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334289.825335,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334290.017208,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334290.211218,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334290.413505,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334290.614681,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334290.818356,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334291.009423,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334291.208456,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334291.410236,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334291.619075,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334291.818623,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334292.021743,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334292.222599,training,training
932b247715f742fd90729d80189c62e1,3,128,2,1110798394356,1742334292.430665,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334292.60316,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334292.808725,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334293.008927,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334293.208544,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334293.424875,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334293.618833,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334293.821643,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334294.035868,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334294.241021,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334294.44782,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334294.659041,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334294.864171,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334295.060392,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334295.258655,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334295.469911,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334295.706206,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334295.926644,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334296.134797,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334296.45524,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334296.657945,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334296.856733,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334297.055949,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334297.290837,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334297.512593,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334297.711357,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334297.952395,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334298.195237,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334298.427789,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334298.656273,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334298.864184,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334299.070308,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334299.28452,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334299.491306,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334299.707188,training,training
932b247715f742fd90729d80189c62e1,3,128,2,1110798394356,1742334299.902574,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334300.08038,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334300.281962,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334300.485615,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334300.690726,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334300.889055,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334301.106778,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334301.329293,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334301.55371,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334301.770999,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334301.986935,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334302.218805,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334302.444906,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334302.689079,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334302.930638,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334303.157864,training,training
932b247715f742fd90729d80189c62e1,4,128,2,1481064525780,1742334303.36432,training,training
